"","gene1","gene2","correlation","pvalue","status"
"12227","PRNP","TLE6",0.0127183686908389,0.153405267138892,"Non-significant"
"12228","PRNP","RP11-366L5.1",0.0127150252224755,0.153513387328478,"Non-significant"
"12229","PRNP","CEP162",0.0127111387227933,0.15363914072368,"Non-significant"
"12230","PRNP","LGALS12",0.0127104260334695,0.153662209326013,"Non-significant"
"12231","PRNP","ADSSL1",0.0126921999822398,0.154253052249771,"Non-significant"
"12232","PRNP","TMSB15B",0.0126901557655997,0.154319428143346,"Non-significant"
"12233","PRNP","CLASRP",0.0126862651286896,0.154445817413864,"Non-significant"
"12234","PRNP","SMARCD2",0.0126692042143606,0.155000978301468,"Non-significant"
"12235","PRNP","DIAPH1",0.0126627295099708,0.155212060876443,"Non-significant"
"12236","PRNP","ZNF696",0.012652447458957,0.155547715529519,"Non-significant"
"12237","PRNP","UBR2",0.0126516033714806,0.155575294976551,"Non-significant"
"12238","PRNP","UTF1",0.0126499863616167,0.15562813900909,"Non-significant"
"12239","PRNP","SFRP1",0.0126437676227393,0.155831494905519,"Non-significant"
"12240","PRNP","JRKL",0.0126421289089781,0.155885115221027,"Non-significant"
"12241","PRNP","SPACA6P-AS",0.0126421027493067,0.155885971304536,"Non-significant"
"12242","PRNP","RP11-1136J12.1",0.0126331003609031,0.156180789189628,"Non-significant"
"12243","PRNP","IL11",0.0126238439401171,0.156484367144123,"Non-significant"
"12244","PRNP","THCAT158",0.012612851632619,0.156845457027322,"Non-significant"
"12245","PRNP","EMILIN1",0.012605631448585,0.157082978678738,"Non-significant"
"12246","PRNP","OTUD1",0.0126019600494616,0.157203860827694,"Non-significant"
"12247","PRNP","RGS8",0.0125798872224194,0.157932103121478,"Non-significant"
"12248","PRNP","TVP23A",0.0125795392469385,0.157943604196849,"Non-significant"
"12249","PRNP","MIR137HG",0.0125768511118471,0.158032472191937,"Non-significant"
"12250","PRNP","ARPP21",0.0125731002945652,0.158156535040922,"Non-significant"
"12251","PRNP","FAM57B",0.0125674884080238,0.158342292718888,"Non-significant"
"12252","PRNP","SKIDA1",0.0125604544514484,0.158575355198597,"Non-significant"
"12253","PRNP","RP11-481J2.3",0.0125584181476434,0.158642874347309,"Non-significant"
"12254","PRNP","HYI-AS1",0.0125525927467518,0.158836151402548,"Non-significant"
"12255","PRNP","CTB-22K21.2",0.0125490344645481,0.158954296888577,"Non-significant"
"12256","PRNP","CLCN7",0.0125451830835015,0.159082249048561,"Non-significant"
"12257","PRNP","BMP2",0.0125448450791288,0.159093482086984,"Non-significant"
"12258","PRNP","PRICKLE2",0.0125297505392472,0.159595737186042,"Non-significant"
"12259","PRNP","NUP214",0.0125232585014703,0.159812121398976,"Non-significant"
"12260","PRNP","ADD2",0.0125178997662323,0.159990898901464,"Non-significant"
"12261","PRNP","LRRC69",0.0125089135865577,0.160291034084472,"Non-significant"
"12262","PRNP","TRIP13",0.0125070753760614,0.160352482052056,"Non-significant"
"12263","PRNP","GNAZ",0.012505969234341,0.160389466897056,"Non-significant"
"12264","PRNP","REL",0.0125011844968507,0.160549523165489,"Non-significant"
"12265","PRNP","RP11-175O19.4",0.0124945655703276,0.160771134587443,"Non-significant"
"12266","PRNP","SLC29A2",0.0124929108946359,0.160826571661833,"Non-significant"
"12267","PRNP","UBL7-AS1",0.0124906540074938,0.16090220807902,"Non-significant"
"12268","PRNP","LINC00894",0.0124867420170167,0.16103337662227,"Non-significant"
"12269","PRNP","TLK2",0.0124858714979589,0.161062575998552,"Non-significant"
"12270","PRNP","HES2",0.0124652607417203,0.161755080825366,"Non-significant"
"12271","PRNP","TMEM94",0.0124648261839452,0.161769705772491,"Non-significant"
"12272","PRNP","ITGA10",0.0124628804245451,0.161835202120983,"Non-significant"
"12273","PRNP","TRIM24",0.0124555616388801,0.162081739538981,"Non-significant"
"12274","PRNP","MACF1",0.0124541033280346,0.162130897406515,"Non-significant"
"12275","PRNP","RBFA",0.0124526078498461,0.162181319822939,"Non-significant"
"12276","PRNP","SLC12A2",0.012441847494988,0.162544471159128,"Non-significant"
"12277","PRNP","HESX1",0.0124290937512285,0.162975691370536,"Non-significant"
"12278","PRNP","CCDC77",0.0124262772404349,0.163071037345018,"Non-significant"
"12279","PRNP","ATG10",0.0124218517694828,0.163220935618364,"Non-significant"
"12280","PRNP","RP11-38C17.1",0.0124122259312569,0.163547337895628,"Non-significant"
"12281","PRNP","CD1D",0.0124116797587712,0.163565872780843,"Non-significant"
"12282","PRNP","RALGPS1",0.0124001382395874,0.163957915551695,"Non-significant"
"12283","PRNP","ENGASE",0.0123965515166524,0.164079893571366,"Non-significant"
"12284","PRNP","SGOL2",0.0123961287560433,0.164094275404649,"Non-significant"
"12285","PRNP","RP11-49P4.7",0.0123824172978968,0.164561238577945,"Non-significant"
"12286","PRNP","RP11-256I23.1",0.0123751726276884,0.164808369782177,"Non-significant"
"12287","PRNP","VRK1",0.0123691755076807,0.165013155672303,"Non-significant"
"12288","PRNP","RARA-AS1",0.0123682785510008,0.165043800844811,"Non-significant"
"12289","PRNP","FSIP2",0.0123602232016553,0.165319209683627,"Non-significant"
"12290","PRNP","TMEM74B",0.0123531162666206,0.165562479689128,"Non-significant"
"12291","PRNP","BORCS5",0.0123448233522598,0.165846686082469,"Non-significant"
"12292","PRNP","SEPSECS",0.0123421661014092,0.165937830289151,"Non-significant"
"12293","PRNP","KCNJ9",0.0123416614093937,0.16595514557708,"Non-significant"
"12294","PRNP","CASP5",0.0123391144622961,0.16604254855753,"Non-significant"
"12295","PRNP","CNIH2",0.01233663018494,0.166127834261985,"Non-significant"
"12296","PRNP","ARHGDIG",0.012332246929796,0.166278392557661,"Non-significant"
"12297","PRNP","C17orf51",0.0123236649573346,0.166573467588195,"Non-significant"
"12298","PRNP","PHKA2",0.0123086509166708,0.167090643640358,"Non-significant"
"12299","PRNP","KIAA0922",0.0123049613546383,0.167217919361318,"Non-significant"
"12300","PRNP","PCDHGA5",0.0123039123482365,0.167254119348238,"Non-significant"
"12301","PRNP","PURG",0.0123026684148169,0.167297053668731,"Non-significant"
"12302","PRNP","C19orf35",0.0122965902343313,0.167506960938448,"Non-significant"
"12303","PRNP","TNKS",0.0122937188995463,0.167606189982279,"Non-significant"
"12304","PRNP","PGM2L1",0.0122885023580122,0.167786578818734,"Non-significant"
"12305","PRNP","FXYD2",0.0122832766688111,0.167967430113512,"Non-significant"
